,Открыт_дата,День недели,Месяц,Год,Неделя,ЗП,Время года,"Сумма по чеку, руб.",День,Средняя Температура,Снег,Дождь,Праздник_вых,Праздник_раб,Праздники,Предпраздничный,Выходной
387,2023-09-24,6,9,2023,4,0,3,85761.0,24,21.3,0,1,False,0,0,0.0,1
388,2023-09-25,0,9,2023,4,0,3,70045.5,25,15.9,0,1,False,0,0,0.0,0
389,2023-09-26,1,9,2023,4,0,3,86150.0,26,15.1,0,0,False,0,0,0.0,0
390,2023-09-27,2,9,2023,4,0,3,99634.5,27,16.2,0,0,False,0,0,0.0,0
391,2023-09-28,3,9,2023,4,0,3,90129.0,28,18.2,0,0,False,0,0,0.0,0
392,2023-09-29,4,9,2023,5,1,3,101231.0,29,19.0,0,0,False,0,0,0.0,0
393,2023-09-30,5,9,2023,5,1,3,135426.0,30,18.9,0,0,False,0,0,0.0,1
394,2023-10-01,6,10,2023,1,0,3,99184.0,1,14.3,0,1,False,0,0,0.0,1
395,2023-10-02,0,10,2023,1,0,3,101532.5,2,12.0,0,0,False,0,0,0.0,0
396,2023-10-03,1,10,2023,1,0,3,87045.0,3,13.3,0,0,False,0,0,0.0,0
397,2023-10-04,2,10,2023,1,0,3,92126.0,4,14.8,0,1,False,0,0,1.0,0
398,2023-10-05,3,10,2023,1,0,3,102383.8,5,11.5,0,1,False,1,1,0.0,0
399,2023-10-06,4,10,2023,1,0,3,96405.21,6,8.8,0,1,False,0,0,0.0,0
400,2023-10-07,5,10,2023,1,0,3,93102.5,7,5.8,0,1,False,0,0,0.0,1
401,2023-10-08,6,10,2023,2,0,3,110608.0,8,3.4,1,1,False,0,0,0.0,1
402,2023-10-09,0,10,2023,2,0,3,68667.8,9,3.8,1,1,False,0,0,0.0,0
403,2023-10-10,1,10,2023,2,0,3,74355.5,10,2.7,0,0,False,0,0,0.0,0
404,2023-10-11,2,10,2023,2,0,3,93112.01,11,5.3,0,0,False,0,0,0.0,0
405,2023-10-12,3,10,2023,2,0,3,92472.07,12,10.5,0,1,False,0,0,0.0,0
406,2023-10-13,4,10,2023,2,0,3,93970.0,13,10.5,0,0,False,0,0,0.0,0
407,2023-10-14,5,10,2023,2,0,3,111002.39,14,11.7,0,1,False,0,0,0.0,1
408,2023-10-15,6,10,2023,3,1,3,104129.5,15,11.5,0,1,False,0,0,0.0,1
409,2023-10-16,0,10,2023,3,1,3,83683.0,16,7.4,0,1,False,0,0,0.0,0
410,2023-10-17,1,10,2023,3,1,3,94493.0,17,3.9,0,1,False,0,0,0.0,0
411,2023-10-18,2,10,2023,3,1,3,75438.5,18,5.6,0,1,False,0,0,0.0,0
412,2023-10-19,3,10,2023,3,1,3,62522.0,19,5.9,0,1,False,0,0,0.0,0
413,2023-10-20,4,10,2023,3,1,3,106856.0,20,5.1,0,1,False,0,0,0.0,0
414,2023-10-21,5,10,2023,3,1,3,150704.6,21,2.8,0,1,False,0,0,0.0,1
415,2023-10-22,6,10,2023,4,0,3,138996.12,22,2.6,1,0,False,0,0,0.0,1
416,2023-10-23,0,10,2023,4,0,3,61260.0,23,4.4,0,1,False,0,0,0.0,0
417,2023-10-24,1,10,2023,4,0,3,70993.0,24,1.4,0,1,False,0,0,0.0,0
418,2023-10-25,2,10,2023,4,0,3,85317.97,25,-0.3,0,0,False,0,0,0.0,0
419,2023-10-26,3,10,2023,4,0,3,78812.5,26,-0.8,1,0,False,0,0,0.0,0
